label,text
request,whats the phone number
inform,south
request,phone number
request,what is the phone number
request,and the phone number
null,noise
request,okay can i get the address
request,phone number
inform,food
reqalts,how about vietnamese
inform,i need a cheap restaurant in the west part of town
request,and whats the price range
inform,i need a restaurant serving turkish food
inform,moderately priced
inform,dont care
inform,center town
inform,i dont care
inform,north part of town
thankyou,thank you good bye
inform,north
request,whats the address
inform,sea food
affirm,right
request,phone number
inform,im looking for moderately priced restaurant serving austrian food
inform,cheap restaurant
request,and whats their phone number
inform,cheap price range
inform,north
request,okay can i have the address phone number and the post code of the restaurant
inform,im looking for a cheap restaurant that serves vietnamese food
affirm,yes do you have one with chinese
inform,north
bye,alright so im very good thanks good bye
request,what is the address and phone number
null,care
null,can i get the
inform,any area
thankyou,thank you good bye
thankyou,thank you goodbye
affirm,yes
request,whats the phone number and address
inform,chinese food
reqalts,how about european food
thankyou,thank you good bye
inform,im looking for a restaurant
inform,asian oriental
reqalts,what about asian oriental food
inform,cheap restaurant in he north part of town
inform,east part of town
request,what is the address
inform,gastropub food
inform,im looking for a restaurant in the north part
thankyou,thank you
thankyou,thank you good bye
thankyou,thank you
request,okay let me have that address
inform,may i have an expensive restaurant
request,phone number
request,and the post code
inform,im looking for a restaurant in the east part of town
inform,korean food
null,noise
inform,im looking for a cheap restaurant in the south part of town
inform,im looking for an expensive restaurant
inform,asian oriental
inform,i want a polynesian restaurant in the west part of town
request,address and phone number
inform,italian
inform,im looking for a restaurant that serves scandinavian food
reqalts,how about british food
inform,cheap restaurant in the north
inform,polish
reqalts,how about a moderately priced restaurant that serves spani
request,what is the address
thankyou,thank you good bye
thankyou,thank you good bye
negate,no
null,unintelligible
reqalts,how about the center area
inform,any
request,in what part of town
request,phone number
request,address
inform,any part of town
affirm,yes
request,what is the postcode
thankyou,thank you good bye
inform,moderate
bye,okay thank you and good bye
inform,indian food
inform,any
inform,chinese food
inform,it doesnt matter in the south part of town
inform,any
request,phone number
request,can i have the address
request,whats the price range
inform,south
inform,food
reqalts,another
null,aw give me the damn code
request,address
reqalts,how about asian oriental food
inform,im looking for north american food
inform,any kind of food
inform,pan asian food
request,address
inform,moderate
thankyou,thank you good bye
inform,indian
inform,im looking for something moderate
request,what is the address and phone number
request,address
inform,does anyone serve eritrean food
affirm,yes
inform,the south part of town
inform,i want an expensive irish restaurant
request,expensive price range
reqalts,anything else
null,none
request,what is the address
inform,polynesian food east of town
reqalts,how about the center area
hello,hello
inform,moderately priced in the south part of town
inform,indian
null,noise
request,may i have the address please
request,address
request,and the post code
inform,polynesian
request,okay can i have the rest of the address for da vinci
request,whats the phone number and address
request,address and postcode
negate,no
null,sil
request,what is the address
request,phone number
thankyou,thank you good bye
deny,i dont want chinese
request,address
thankyou,thank you good bye
request,and the post code
inform,expensive
reqalts,anything else
inform,i do not care
request,what part of town
request,address
inform,pan asian food
request,and the phone number
request,what part of town is it in
inform,any
inform,expensive
inform,any
inform,european food
thankyou,thank you good bye
request,address
inform,im looking for a moderately priced restaurant in the east part of town
reqalts,what about korean food
reqalts,how about korean food
request,whats the address
request,what is the phone number
reqalts,how about vietnamese food
inform,restaurant serving spanish food
null,sil
inform,north
request,whats the price range
inform,i want to find a restaurant in the north part of town that serves italian food
thankyou,thank you good bye
request,address
reqalts,anything else
reqalts,how about gastropub type of food
inform,thai food
request,i want the address phone number and area
thankyou,thank you good bye
inform,cheap
inform,i want mediterranean food
thankyou,thank you good bye
inform,russian
inform,what about vietnamese
inform,im looking for thai food
reqalts,what about chinese food
null,um
null,sil
request,can i have the phone number
request,phone number
affirm,yes in the west part of town
null,im sorry
inform,moderate price
inform,austrian food
inform,any area
inform,vietnamese
inform,food
thankyou,thank you good bye
reqalts,is there any other restaurant that serves turkish food
confirm,is it moderately priced
inform,canapes
inform,any price range
reqalts,how about asian oriental
negate,no im looking for pan asian
inform,korean
inform,im looking for a moderately priced restaurant serving fusion food
request,what is the phone number
inform,cheap restaurant in the west part of town
request,what is the phone number
thankyou,thank you good bye
inform,dont care want afghan food afghan food afghan
null,sil
request,price range
inform,thai food
null,breathing
request,whats the phone number
inform,in the east
reqalts,anything else
inform,moderate
affirm,yes
bye,cool um thank you good bye
inform,british food
inform,i want to find a cheap restaurant that serves
inform,an expensive restaurant serving thai food
request,whats the phone number
inform,i dont care
thankyou,thank you good bye
inform,indian food
negate,no catalan food
reqalts,are there any restaurants serving turkish food
reqalts,what about italian
inform,any
reqalts,what else is there
request,what is the address and phone number
request,can i have the phone number
affirm,yes
bye,good bye
thankyou,thank you good bye
request,what is the address and phone number
request,can i get the phone number
thankyou,thank you good bye
request,whats the post code
inform,pan asian food
inform,it doesnt matter
inform,im looking for a restaurant in any area
inform,north
inform,im looking for a cheap restaurant that serves canapes food
inform,im looking for an indian restaurant
reqalts,what about australian asian
null,sil
request,and the phone number
hello,hi im looking for a moderately priced restaurant
request,address
affirm,yes
reqalts,is there anything else
inform,doesnt matter
thankyou,thank you good bye
request,what is the address
affirm,ye
request,can i get the address and phone number
inform,doesnt matter
inform,can i have a moderately priced restaurant on this side of town
inform,im looking for an expensive restaurant in the east part of town
inform,any
thankyou,thank you goodbye
request,okay how bout their phone number
inform,find indian restaurant in north of town
request,phone number
thankyou,thank you good bye
request,phone number
negate,no eritrean
inform,i dont care
request,phone number
thankyou,thank you goodbye
inform,im looking for a restaurant in the center part of town
negate,no well how about thai
bye,okay thank you and good bye
inform,im looking for tuscan food
inform,swedish food
thankyou,thank you goodbye
request,whats the address and phone number
request,how about the address
null,noise
inform,i dont care
inform,cheap
thankyou,thank you good bye
reqalts,how about mediterranean food
inform,moderate
thankyou,thank you good bye
inform,im looking for a restaurant that serves japanese food
inform,restaurant in the north part of town that serves hungarian food
request,what type of food do they serve
inform,modern european food
request,and the post code
request,price range
repeat,please repeat
inform,italian food
request,what is the address
inform,center area
inform,i need to find an expensive restaurant in the south part of town
request,whats the address
inform,uh cheap restaurant malaysian food
request,phone number
inform,south
inform,thai food
inform,irish food
request,phone number
negate,no
inform,any
null,what is the
inform,im looking for
inform,any
request,address
request,may i have the phone number
request,post code
request,phone number
affirm,uh yes i need the north part of town
affirm,yes
request,address
inform,doesnt it does not matter
inform,is doesnt matter
request,whats the postcode
thankyou,thank you good bye
inform,im looking for an indian restaurant in the east of town
inform,may i have a moderately priced restaurant serving english
inform,greek restauran
inform,i want a moderately priced restaurant in the north part of town
reqalts,how about portugeuse food
request,whats the price range
confirm,does it serve hungarian food
inform,i want to find a cheap restaurant that serves
thankyou,thank you
request,can i get the address and zip code
inform,south part of town
inform,any where
inform,im looking for vietnamese food
inform,scottish
inform,welsh food
request,and whats the phone number
inform,is there mediterranean food
request,whats the post code
inform,im looking for a cheap
thankyou,thank you good bye
request,can you give me the phone number
null,noise
null,noise
inform,english food
inform,doesnt matter
inform,dont care
null,show me the next
null,sil
thankyou,thank you good bye
inform,breath unusual food
thankyou,thank you good bye
null,unintelligible
null,cough
thankyou,thank you good bye
inform,i need a restaurant in the east part of town serving indian food
request,phone number
inform,im looking for an expensive restaurant that serves mediterranean food
reqalts,is there anything else
affirm,yea
inform,expensive restaurant
request,address
reqalts,how about chinese food
inform,gastropub food
request,what is the pri what is the telephone number
restart,start over
inform,im looking for a restaurant that serves
inform,im looking for a restaurant serving thai type of food
inform,steak
null,i need
inform,north
inform,dont care
inform,moderate
inform,turkish food
request,phone number and post code
negate,no spanish
reqalts,is there anything else
request,post code
request,what area
request,what type of food they serve
inform,im looking for a restaurant in the east part that serves creative food
inform,polynesian food in the south part of town
request,post code
thankyou,thank you good bye
thankyou,thank you good bye
inform,i dont care
request,phone number
inform,dont care
inform,i would like to find a restaurant in the west part of town
request,can i have the phone number
request,address
inform,i dont care
request,and the post code
inform,um i want to find a restaurant that serves fusion food
inform,i dont care
request,what is the phone number
inform,european food any price
request,phone
request,what is the price range
inform,any price range
affirm,yes
inform,im looking for an expensive restaurant in the south part of town
request,post code
inform,danish food
reqalts,okay what about european
inform,in the west part
null,sil
inform,gastropub
request,may i have the phone number
inform,it doesnt matter
reqalts,okay how about french
thankyou,thank you good bye
request,whats the phone number of burger kitchen
request,post code
request,and what type of food do they serve
request,address
request,what is the address phone number and post code
bye,good bye
inform,polynesian food
inform,welsh food
inform,vietnamese
inform,im looking for a cheap restaurant in the west part of town
inform,i dont care
request,what type of food
request,post code
reqalts,how about one that serves british food
request,whats the address
affirm,uh yes
inform,east part of town
thankyou,thank you good bye
null,noise
inform,in the north part of town
inform,caribbean food
reqalts,how about thai food
inform,center
request,address
inform,scandinavian food
reqalts,how bout the center part of town
affirm,yes
request,what is the address of that venue
bye,goodbye
request,phone number
inform,mexican food
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,how about portuguese
thankyou,thank you good bye
thankyou,thank you good bye
inform,any
reqalts,how about spanish food
reqalts,how about spanish
inform,european
inform,ah centre
inform,it doesnt matter
inform,what type food
reqalts,anything else
inform,dont care
inform,i would like a cheap restaurant in the north part of town
request,what is the post code
inform,any area
inform,expensive european
thankyou,thank you good bye
inform,i want a cheap restaurant in the south part of town
request,what type of venue
request,and the price range
thankyou,thank you
inform,i dont care
request,and whats their price range
thankyou,thank you good bye
request,phone number
inform,italian food
request,whats the phone number
restart,reset
affirm,yes
request,can i have the post code
thankyou,thank you goodbye
affirm,yes
request,can i have the address and phone number please
inform,uh any area
confirm,does it serve polynesian food
inform,any
request,what is the address
request,address
reqalts,anything else
thankyou,thank you goodbye
request,whats the phone number
thankyou,thank you goodbye
request,type of food
request,what is the address
inform,cheap restaurant in the south part of town
inform,french
inform,any
request,can i have the phone number
inform,what about turkish
thankyou,thank you good bye
inform,im looking for a cheap restaurant
reqalts,how about british food
inform,im looking for a greek restaurant
inform,im looking for a restaurant in the east part of town that serves british food
request,what is the address
request,the address
inform,i want korean food
request,phone number
request,phone number
inform,i dont care
hello,hi
affirm,yes that serves chinese food
thankyou,thank you good bye
reqalts,what about chinese type of food
thankyou,thank you
negate,no
inform,any
request,address
reqalts,how about indian food
request,uh address
inform,portuguese
request,phone number
inform,i would like to find a restaurant in the north part of town
inform,thai food
deny,i dont want vietnamese food
inform,east
inform,moderate restaurant
request,what is the address
thankyou,thank you good bye
inform,i dont care
thankyou,thank you good bye
affirm,yes
request,what is the price range
request,phone number
inform,it doesnt matter
request,phone number
thankyou,thank you good bye
inform,i want a british restaurant in the east part of town
inform,gastropub food
thankyou,thank you good bye
request,what is its address
null,noise
inform,moderately priced
reqalts,how about european food
affirm,yes
thankyou,okay but im going to nandos thank you good bye
inform,restaurant
reqalts,can you give me a restaurant in east part of town and
bye,good bye
request,what is the address
inform,south part of town
null,noise
inform,the south
inform,system european food
inform,south side of town
inform,expensive restaurant serving kosher food
inform,cheap
inform,the north part of town
inform,indian food
inform,talian food
inform,i want to find a moderately priced restaurant that serves vietnamese food
thankyou,thank you good bye
request,can i get the price range
thankyou,okay thank you good bye
thankyou,thank you good bye
request,phone number
inform,any
request,whats the address
null,sil
request,address
request,post code
thankyou,thank you goodbye
request,price range
null,noise
thankyou,thank you good bye
thankyou,thank you goodbye
request,whats the phone number
inform,malaysian
affirm,right
request,what type of food
request,can i get the address
null,how about
affirm,yes
inform,i dont care about price
request,phone number
thankyou,thank you good bye
inform,find restaurant serving asian oriental
inform,west
request,whats the address
inform,thai food
inform,dont care
thankyou,thank you good bye
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
inform,canapes food
thankyou,thank you good bye
inform,i want a cheap restaurant in the east part of town
request,postcode
thankyou,thank you good bye
inform,spanish
inform,cheap
thankyou,thank you good bye
thankyou,thank you good bye
null,noise
inform,im looking for a cheap restaurant and it should serve polish food
inform,in the west
inform,any price range
request,thank you and whats the address
inform,expensive
inform,i need a restaurant in the west part of town
inform,it doesnt matter
request,whats the price range
inform,expensive restaurant
thankyou,thank you good bye
reqalts,what restaurants are in the west part of town
affirm,yes
request,may i have the phone number
inform,center
request,price range
thankyou,thank you goodbye
reqalts,how about italian food
inform,west
reqalts,what is available
inform,it doesnt matter
request,post code
inform,any
inform,ok talian food
request,what area is it in
thankyou,thank you goodbye
request,the address
inform,italian
inform,modern european food
request,address
reqalts,how about asian oriental food
affirm,yes
inform,i want a modern european food
request,what is the price range
request,what is the address
request,okay whats the phone number
request,address
reqalts,how about a restaurant in the west part of town that serves vietnamese food
inform,unusual food
thankyou,thank you good bye
inform,unusual food
affirm,yes
bye,k you goodbye
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
null,noise
request,whats the type of food
request,phone number
request,address
request,can i have the address
reqalts,what about korean food
inform,any
inform,cantonese food
request,address
request,can i get the address
null,noise
inform,that information does not matter
request,whats the address
thankyou,thank you good bye
inform,south
thankyou,thank you goodbye
request,phone number
inform,im looking for a restaurant that serves mediterranean food
inform,gastropub
request,can i have the phone number
null,yea id like a
request,address
inform,south
inform,expensive restaurant in the east of town
thankyou,thank you good bye
inform,spanish
request,what is the phone number
request,whats the addre
thankyou,thank you good bye
inform,danish food
request,good whats the address
thankyou,thank you good bye
affirm,ye
inform,uh dont care
reqalts,anything else
request,what kind of food is it
affirm,yes
request,whats the address
bye,okay bye
request,and their post code
inform,i want to find an expensive restaurant
inform,im looking for a restaurant in the north of town serving korean french food
request,phone number
request,can i have the address and phone number
inform,im looking for thai food
inform,spanish food
request,can i have the phone number and the type of food
request,phone number
thankyou,thank you good bye
request,whats the address
request,post code
request,the phone number
request,what is the address
request,and whats the address
inform,im looking for a cheap restaurant in the north part of town
inform,im looking for a cheap restaurant that serves italian food
reqalts,how about north american food
inform,can i find a restaurant that serves international food
request,price range
request,address
request,and phone number
inform,french food
inform,indian food in the west part of town
request,phone number
inform,i dont care
inform,im looking for a moderately priced restaurant
request,can i get the area
inform,im looking for a cheap restaurant in the north part of town
request,can i get the address
request,address
inform,indian
inform,im looking for a restaurant in the east part of town that serves canapes
null,unintelligible
thankyou,thank you good bye
inform,center
null,sil
inform,find a restaurant serving cannabis food
thankyou,thank you goodbye
inform,west part of town serving barbecue food
inform,north
reqalts,what about australian asian food
request,what is the phone number
thankyou,thank you good bye
inform,spanish food
bye,unintelligible bye
inform,expensive
affirm,yes
inform,i need a moderately priced restaurant
inform,any
request,and uh their post code
inform,thai food
request,what is the address and phone number
inform,any
inform,north american food
request,what about the area
inform,west
inform,north
request,can i have the address
request,and whats the post code
request,can i have the address and phone number
inform,any japanese restaurants
bye,good bye
request,phone number
affirm,right
reqalts,is there a restaurant serving british food
null,sil
request,address
inform,its expensive
inform,north
request,whats the address
request,whats their phone number
inform,dont care
request,area
thankyou,thank you goodbye
request,what type of food do they serve
request,can i get the address
inform,european food
reqalts,anything else
reqalts,how about cheap
thankyou,thank you good bye
reqalts,how about korean food
request,phone number
inform,north
inform,indian food
inform,thai
request,what is the address and phone number
inform,danish food in the center of town
inform,mediterranean restaurant
inform,okay uh how bout turkish
thankyou,thank you goodbye
request,address
inform,i do not care
hello,hi looking for a moderately priced restaurant
bye,good bye
null,unintelligible
request,phone number
request,address
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
request,and for good luck what is the post code
inform,jamaican food
confirm,is it an expensive restaurant
null,sil
inform,scandinavian
thankyou,thank you goodbye
request,what is the phone number
inform,i am looking for a restaurant in the center of town serving turkish food
request,phone number
null,unintelligible
request,address
null,unintelligible
inform,it doesnt matter
thankyou,thank you good bye
request,phone number
request,can i have an address and phone number
inform,doesnt matter
inform,i want a cheap restaurant that serves italian food
inform,sea food
null,unintelligible
thankyou,thank you good bye
inform,north
inform,i do not care
inform,expensive restaurant south part of town
inform,uh dont care but can it be vegetarian food
thankyou,thank you good bye
thankyou,thank you good bye
inform,the east
null,care
inform,id like a restaurant in any area
negate,no
inform,any kind
inform,turkish food
request,what is the phone number and address
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant that serves polish food
request,whats the address
request,could you repeat the phone number
inform,in the center part of town french food
thankyou,thank you good bye
reqalts,anything else
inform,moderately priced
affirm,yes
null,um what
inform,im looking for
inform,noise cheap restaurant
inform,north american
inform,moderate priced restaurant in the north part of town
inform,italian
request,noise can i have the phone number
request,whats the address
request,whats the address
affirm,yes
inform,any
inform,venue
request,and whats the telephone number
request,whats the address and phone number
inform,im looking for a cheap restaurant in the north part of town
request,phone number
null,okay
inform,i would like chinese food
confirm,is it moderately
thankyou,thank you good bye
inform,tv_noise im looking for tuscan food
inform,portuguese
request,may i have the address pleas
request,phone number
inform,cheap restaurant
request,price range
null,noise
thankyou,thank you good bye
reqalts,how about european food
request,and what kind of food do they have
thankyou,thank you good bye
inform,european food
inform,south part of town
null,noise
inform,korean food
request,the address
request,area
request,oh whats the phone number
inform,cantonese
null,unintelligible
inform,i need an expensive restaurant in the east part of town
inform,it doesnt matter
inform,i need a restaurant in the north part of town that serves ko
reqalts,is there anything else
request,and whats the phone number
inform,doesnt matter
request,post code
request,whats the post code
inform,south
inform,airatarin
request,and phone number
inform,im looking for a restaurant in the south part of town serving indian type of food
inform,singaporean food
inform,dont care
null,sil
request,whats the phone number and address
inform,im looking for a cheap restaurant in the west part of town
inform,irish
request,what is the phone number
request,address
request,phone number
inform,im looking for a restaurant that serves danish food
inform,im looking for a restaurant in the center that serves caribbean food
affirm,yes
request,can i get their address and phone number
affirm,yeah im looking for a moderately priced restaurant
affirm,yes
request,the address
null,sil
request,great whats its address
request,can i have the phone number
affirm,uh yes im looking for a belgian restaurant in new york city
null,noise
request,the address
affirm,yes
inform,any
reqalts,how about indian
inform,expensive restaurant that serves lebanese food
inform,modern european
request,what is the address
request,okay can i get the address
affirm,yes
inform,mediterranean food
affirm,yes
inform,i am looking for a restaurant serving afghan food
inform,i am looking for a moderate priced restaurant
request,what is the phone number
request,i want to know the address
thankyou,thank you good bye
thankyou,thank you good bye
inform,moderate
inform,canapes
request,phone number
inform,any
reqalts,is there anything else
reqalts,is there a restaurant serving modern european food
inform,expensive
inform,id like to find a restaurant in the west part of town that serves christmas food
thankyou,thank you good bye
inform,gastropub
reqalts,how about asian oriental type of food
negate,no
request,address
reqalts,i hate golden wok is there anything else
inform,i want a restaurant serving persian food
inform,italian food
request,phone number
request,can i have the address phone number and post code
negate,no
confirm,is it moderate priced
request,what type of food
request,phone number
request,where is it located
inform,cheap restaurant east of town
request,what type of food
reqalts,kay how about indian food
null,give me the least
request,phone number
inform,swedish food expensive
request,phone number
request,what is their phone number
request,address
thankyou,noise thank you goodbye
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,thats fine how bout asian food
thankyou,thank you good bye
request,phone number
reqalts,anything else
inform,moderate
reqalts,what about vietnamese food
request,what is the address
thankyou,thank you
reqalts,anything else
null,i want to ind
request,address
thankyou,thank you good bye
inform,any price range
request,post code
inform,french food
request,phone number
reqalts,how about italian
request,phone number
inform,i dont care
request,can i have the address and the postcode
inform,korean
request,the address
inform,indian food
inform,east part
inform,italian food
inform,persian food
request,address
request,address
request,can i have the address and post code
inform,expensive
reqalts,how about chinese food
null,noise
inform,it doesnt matter
request,cool whats the address
null,okay ital
inform,korean
request,may i have the phone number please
request,whats the address
null,noise
thankyou,thank you goodbye
thankyou,thank you bye
request,uh can i have the phone number please
reqalts,anything else
inform,chinese food
thankyou,thank you good bye
request,whats the phone number
affirm,yes
inform,im looking for a moderately priced restaurant in the south part of town
inform,im looking for a cheap restaurant in the north part of town
request,the address and phone number
request,whats the price range
request,area
request,phone number
inform,any
thankyou,thank you good bye
inform,i dont care
inform,expensive
inform,i want to find a restaurant in any area
inform,it doesnt matter
inform,australian
request,okay can i have the address
thankyou,thank you good bye
inform,gastropub food
request,may i have the address and phone number
request,and the phone number
request,what is the price range
affirm,yes
inform,unintelligible east
inform,how about in the west area
negate,no
affirm,yes i would like to know the address
thankyou,thank you goodbye
thankyou,thank you good bye
request,whats the address
inform,south
affirm,yes
request,what is the area
request,post code
inform,i dont care
inform,ok what about indian
inform,im looking for a moderately priced restaurant in the west part of town
inform,any
inform,south
request,what is the phone number
thankyou,thank you good bye
inform,im looking for indian food
request,what is their post code
inform,i need a restaurant that
reqalts,how about mediterranean food
affirm,yea
affirm,yes part of town
inform,in the west
inform,gastropub
request,whats the address and the phone number
inform,id like to find a restaurant in the north part of town that serves german food
affirm,yes
thankyou,thank you good bye
inform,im looking for an expensive restaurant that serves basque food
request,may i have its address
inform,welsh food
inform,any kind of food
reqalts,how about indian type of food
request,type of food does it serve
inform,expensive french food
request,whats the phone number
inform,east
request,phone number
inform,sea food
request,a post code
reqalts,how about vietnamese food
inform,looking for a cheap restaurant in the west part of town
inform,south town
negate,no im looking
reqalts,how about the south part of town
inform,im looking for an expensive restaurant that serves european food
request,can i get the address and phone number and post code
null,cough
request,whats the address
null,uh
reqalts,anything else
request,can i get the price range
thankyou,thank you good bye
inform,i dont care
request,can i have the address
inform,any part of town please
inform,i dont care
inform,can i have french food in the center
request,and the phone number
negate,no
inform,korean
thankyou,thank you good bye
inform,how bout che italian food
thankyou,thank you good bye
inform,dont care
inform,i want an expensive restaurant in the east part of town
reqalts,is there anything else
inform,expensive
inform,moderately priced restaurant in the north part of town
inform,portuguese
thankyou,thank you good bye
inform,i dont care
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant and it should be in the north
reqalts,how about british food
reqalts,how about asian oriental
thankyou,thank you good bye
reqalts,what about european food
inform,spanish food
reqalts,how about chinese food
reqalts,next
hello,hi i am looking for restaurant in the west part of town that serves danish food
inform,im looking for a restaurant in any area that serves
inform,uh international food
request,could i have their address please
inform,austria asian food
request,and whats the phone number
inform,any where
inform,dont care
null,unintelligible
inform,afghan food
request,what is the address
hello,hello welcome
affirm,yes
inform,i dont care
inform,expensive
request,what area is it in
null,noise
request,address
inform,im looking for hungarian food in the north of town
request,phone number
reqalts,what about thai
thankyou,thank you good bye
inform,may i have vietnamese food
inform,south part of town italian food
inform,i dont care
inform,russian food
inform,i dont care
reqalts,how about a restaurant that serves french food
reqalts,how about turkish
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,south
inform,the center of town
reqalts,anything else
thankyou,thank you good bye
thankyou,thank you good bye
request,price range
affirm,ah yes can i get ah expensive restaurant in the south part of town
inform,id like an expensive restaurant that serves bat food
request,what is the address
inform,romanian
request,whats their phone number
inform,im looking for a moderately priced restaurant that serves
request,can i have the address and phone number
inform,it doesnt matter
inform,it doesnt matter
inform,test food
inform,im looking for a restaurant in the south part of town it should serve kosher food
hello,laughing hello
inform,find me a restaurant in the center of town
thankyou,thank you goodbye
request,postcode
affirm,yes
affirm,yes
request,no price
inform,any
thankyou,thank you good bye
request,post code
reqalts,how about spanish food
ack,good
inform,portuguese
inform,east
request,what type of food do they serve
thankyou,thank you goodbye
null,noise
thankyou,thank you good bye
confirm,do they serve unintelligible food
request,type of food
inform,im looking for a moderately priced restaurant in the west part of town
inform,thai food
request,what is the address
thankyou,thank you good bye
request,noise address
reqalts,how about portuguese food
inform,west part of town
inform,dont care
inform,european food
thankyou,thank you good bye
inform,eritrean
inform,alright can i get chinese food
request,address
affirm,yes
reqalts,how about french
inform,doesnt matter
inform,south
thankyou,thank you good bye
inform,i dont care
reqalts,are there any other options
request,whats the phone number for that place
inform,i would like a restaurant in the south part of town
request,whats the address
request,phone number
inform,thai
reqalts,how about portuguese
inform,any
null,noise
thankyou,thank you good bye
inform,dont care
inform,im looking for a restaurant in the west part of town that serves
reqalts,how about creative food
request,what type of food
reqalts,okay how about indian food
request,and the price range
inform,expensive
inform,im looking for a cheap restaurant serving international food
inform,moderately
inform,turkish food
null,noise
request,address
thankyou,thank you good bye
reqalts,is there anything else
request,whats the phone number
thankyou,thank you good bye
thankyou,thank you good bye
inform,are they expensive
inform,cheap restaurant in the west part of town
reqalts,is there anything else
request,whats the phone number
affirm,yes
inform,modern european
request,what type of food
affirm,right
inform,west
request,phone number
inform,south
request,post code
bye,bye
thankyou,thank you good bye
inform,east
reqalts,um is there anything else
inform,dont care
inform,i dont care
inform,uh are there any that serves mediterranean
request,and the post code
inform,italian food
request,phone number
request,and the phone number
inform,iam looking
null,sil
inform,what ever
inform,pan asian
null,sil
inform,doesnt matter
thankyou,thank you goodbye
thankyou,thank you good bye
inform,could i find an expensive restaurant that serves european food please
inform,i want a cheap restaurant in the north part of town
inform,could i have a restaurant that serves turkish food
inform,for a restaurant
request,what is the phone number
negate,no chinese
affirm,uh yes that serves mediterranean food
request,what is the address
null,i would like
inform,im looking for a restaurant in the north part of town that serves caribbean food
request,can i have the address
request,price range
affirm,yes
thankyou,thank you good bye
request,phone number
request,what type of food does the missing sock serve
null,sil
inform,cheap
inform,mexican food
reqalts,whats the next one
request,what type of food
affirm,yes
inform,asian oriental
inform,looking for an expensive restaurant that serves afghan food
null,noise
request,what is the address
request,and the phone number
request,what is the phone number a
inform,cheap restaurant
inform,center
reqalts,how about european food
thankyou,thank you good bye
reqalts,anything else
thankyou,thank you good bye
request,what is the phone number
request,what is the phone number
thankyou,thank you good bye
request,address
confirm,do they serve sea food
null,breathing
inform,i want to find a cheap
null,on the rest and the
reqalts,how about vietnamese food
inform,im looking for a cheap restaurant in the east part of town
inform,i want to find a restaurant that serves world food
inform,indian food west part of town
inform,i dont care
inform,south
reqalts,is there any restaurant serving asian oriental food
inform,i dont care
request,type of food
inform,south
request,um can i get the address
reqalts,how about english food in the north part of town
thankyou,great thank you good bye
inform,im looking for restaurants in the east part of town
inform,indian
request,what is the phone number
inform,any price range
inform,i dont care
inform,im looking for a restaurant in the center of town that serves lebanese
thankyou,thank you goodbye
request,phone number
thankyou,thank you goodbye
request,okay can you give me the address there
inform,im looking for a moderately priced restaurant in the south part of town
request,phone number
thankyou,thank you good bye
inform,i would like thai food
null,is there
inform,find australian restaurant in north part of town
request,can i have the address
inform,any
null,unintelligible
inform,indian
null,what is the
request,what type of food do they ser
request,post code
inform,i want a restaurant in the north part of town that serves french food
request,and what type of food do they serve
inform,the center
inform,im looking for a restaurant in the south
thankyou,thank you good bye
reqalts,how about vietnamese food
inform,cheap
reqalts,how about north american type of food
inform,can i have a restaurant in the center
affirm,yes
inform,im looking for a moderately priced restaurant in the east part of town
inform,singaporean food
inform,any
inform,any area
inform,i want to find an expensive restaurant that
thankyou,thank you good bye
request,what is the address and phone number
null,none
inform,restaurant in the west part of town serving moroccan food
affirm,correct
thankyou,thank you good bye
reqalts,how about chinese food
inform,im looking for asian oriental type food
request,postcode
affirm,yeah
inform,looking for corsica food in an expensive restaurant
inform,cuban food
null,unintelligent
request,what is the address
request,and the phone number
inform,i am looking for a moderately priced restaurant in the south
affirm,yeah
inform,im looking for a cheap restaurant in the east part of town that serves gastropub food
request,address
affirm,yes
request,whats the phone number
inform,dont care
request,area
request,what is the post code
request,phone number and pri
thankyou,thank you goodbye
request,area
request,noise what was their address again please
inform,expensive restaurant south part of town
request,what is the address
request,and the phone number
request,phone number
inform,i dont care
request,whats the address and post code
inform,it doesnt matter
inform,any
inform,um portuguese food
request,can i have the phone number
inform,uh just pick a restaurant
request,addre
affirm,yes
negate,no
inform,center
thankyou,thank you good bye
inform,can i have a thai restaurant
reqalts,anything else
thankyou,thank you
inform,south part of town
negate,no
inform,french
thankyou,thank you good bye
thankyou,thank you good bye
inform,cheap list
thankyou,okay thank you good bye
inform,tuscan
null,noise
request,could you repeat the restaurant name
thankyou,thank you good bye
inform,korean food
inform,something serving swiss food
inform,dont care
inform,east
inform,i want to find a restaurant in the west part of
inform,im looking for singaporean food
affirm,yes
negate,oh no and cheap
inform,hungarian
request,post code
bye,okay good bye
thankyou,thank you good bye
request,what food does it serve
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
request,address phone number and post code
reqalts,how about spanish food
inform,im looking for a restaurant in the center part of town that serves unintelligible food
request,and the phone number
request,and the post code
inform,the centre
request,may i have the address and phone number
request,phone number
