label,text
thankyou,thank you good bye
affirm,yes
inform,im looking for a moderately priced restaurant in the south part of town
inform,im looking for a cheap restaurant in the north part of town
negate,no
request,whats the price range
request,area
request,can i get the phone number
inform,any
inform,i dont care
inform,expensive
inform,i want to find a restaurant in any area
inform,it doesnt matter
inform,australian
request,okay can i have the address
request,address
inform,gastropub food
request,may i have the address and phone number
request,and the phone number
affirm,yes
thankyou,thank you good bye
inform,how about in the west area
negate,no
affirm,yes i would like to know the address
thankyou,thank you good bye
request,can i get address
negate,no
inform,south
affirm,yes
request,what is the area
request,post code
inform,i dont care
inform,ok what about indian
inform,im looking for a moderately priced restaurant in the west part of town
inform,any
inform,south
thankyou,thank you good bye
request,address
inform,im looking for indian food
request,what is their post code
inform,i need a restaurant that
reqalts,how about portuguese food
affirm,yea
request,address
inform,in the west
inform,gastropub
request,whats the address and the phone number
inform,id like to find a restaurant in the north part of town that serves german food
affirm,yes
request,can i have the phone number
inform,im looking for an expensive restaurant that serves basque food
thankyou,thank you goodbye
inform,welsh food
inform,any kind of food
deny,i dont want vietnamese food
request,can i have the address please
inform,expensive french food
request,whats the phone number
inform,east
request,phone number
inform,sea food
reqalts,is there another place
inform,looking for a cheap restaurant in the west part of town
inform,south town
request,the phone number
thankyou,thank you good bye
inform,im looking for an expensive restaurant that serves european food
request,can i get the address and phone number and post code
request,whats the address
request,what type of food is it
thankyou,thank you good bye
reqalts,is there anything else
request,okay and uh whats their phone number please
inform,i dont care
request,whats their address
inform,any part of town please
inform,i dont care
inform,can i have french food in the center
negate,no any area
inform,korean
request,phone number
inform,how bout che italian food
thankyou,thank you good bye
inform,dont care
inform,i want an expensive restaurant in the east part of town
inform,expensive
request,whats the price range
inform,portuguese
request,phone number
inform,i dont care
request,phone number
inform,im looking for a moderately priced restaurant and it should be in the north
thankyou,thank you good bye
reqalts,anything else
thankyou,thank you good bye
reqalts,anything else
inform,spanish food
request,price range
reqalts,how about indian type food
hello,hello and welcome to the cambridge
inform,im looking for a restaurant in any area that serves
inform,uh international food
inform,austria asian food
request,and the phone number
inform,any where
inform,dont care
thankyou,thank you good bye
inform,afghan food
request,the price range
repeat,again
affirm,yes
inform,i dont care
inform,expensive
request,what area is it in
reqalts,how about the center area
inform,im looking for hungarian food in the north of town
request,what is the post code
request,whats the address
thankyou,<noise> thank you good bye
inform,may i have vietnamese food
inform,south part of town italian food
inform,i dont care
inform,russian food
inform,i dont care
reqalts,is there anything else
request,address
reqalts,how about canape
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you goodbye
inform,the center of town
request,the address and post code please
request,area
thankyou,thank you and good bye
request,the area
affirm,ah yes can i get ah expensive restaurant in the south part of town
inform,id like an expensive restaurant that serves bat food
inform,romanian
inform,im looking for a moderately priced restaurant that serves
request,can i have the address and phone number
inform,it doesnt matter
inform,it doesnt matter
inform,test food
inform,im looking for a restaurant in the south part of town it should serve kosher food
hello,hi <noise>
inform,find me a restaurant in the center of town
request,okay what about the post code
affirm,yes
affirm,yes
request,no price
inform,any
request,and the phone number again
reqalts,what about asian oriental food
bye,ooh thank you good bye
thankyou,thank you good bye
inform,east
thankyou,thank you
thankyou,thank you good bye
confirm,do they serve unintelligible food
request,type of food
inform,im looking for a moderately priced restaurant in the west part of town
inform,thai food
request,what is the address
request,address
request,whats the address
reqalts,how about chinese food
inform,west part of town
inform,dont care
inform,european food
thankyou,thank you good bye
inform,eritrean
inform,alright can i get chinese food
request,address
affirm,yes
reqalts,how about portuguese
inform,doesnt matter
inform,south
inform,i dont care
thankyou,thank you goodbye
request,and the phone number please
inform,i would like a restaurant in the south part of town
request,can i have the phone number
request,phone number
inform,thai
request,whats the address
inform,any
request,and what type of food do they serve
request,phone number
inform,dont care
inform,im looking for a restaurant in the west part of town that serves
reqalts,is there any other restaurant that serves turkish food
reqalts,anything else
request,whats the price range
request,my i have the phone number
inform,im looking for a cheap restaurant serving international food
inform,moderately
inform,turkish food
thankyou,thank you good bye
request,the phone number
reqalts,anything else
request,whats the phone number and address
thankyou,thank you good bye
thankyou,thank you good bye
inform,are they expensive
inform,cheap restaurant in the west part of town
reqalts,anything else
affirm,yes
thankyou,thank you good bye
affirm,right
inform,west
request,phone number
inform,south
request,what is the address
request,can i get their address and phone number
thankyou,thank you good bye
inform,east
request,price range
inform,dont care
inform,i dont care
inform,uh are there any that serves mediterranean
request,and the post code
inform,italian food
thankyou,thank you good bye
thankyou,thank you good bye
inform,iam looking
bye,bye
thankyou,thank you good bye
inform,pan asian
reqalts,anything else
inform,doesnt matter
request,area
inform,could i find an expensive restaurant that serves european food please
inform,i want a cheap restaurant in the north part of town
inform,could i have a restaurant that serves turkish food
inform,for a restaurant
negate,breath no american food
affirm,uh yes that serves mediterranean food
request,can i get the address
request,what area
inform,im looking for a restaurant in the north part of town that serves caribbean food
bye,good bye
affirm,yes
request,area
request,price range
request,okay and what kind of food do they serve
inform,cheap
inform,mexican food
reqalts,how about international
request,phone number
affirm,yes
inform,asian oriental
inform,looking for an expensive restaurant that serves afghan food
bye,good bye
request,uh no price range whats the
request,i need a phone number
inform,cheap restaurant
inform,center
reqalts,anything else
thankyou,thank you goodbye
request,and whats the phone number for that
thankyou,thank you good bye
request,what is the phone number
negate,no
request,phone number
confirm,do they serve sea food
bye,good bye
inform,i want to find a cheap
thankyou,thank you good bye
inform,im looking for a cheap restaurant in the east part of town
inform,i want to find a restaurant that serves world food
inform,indian food west part of town
inform,i dont care
inform,south
inform,i dont care
thankyou,thank you goodbye
inform,south
reqalts,anything else
request,what is the address
thankyou,thank you good bye
inform,indian
request,the area of the venue
inform,any price range
inform,i dont care
inform,im looking for a restaurant in the center of town that serves lebanese
thankyou,thank you goodbye
request,phone number
request,and what is the post code
inform,im looking for a moderately priced restaurant in the south part of town
inform,i would like thai food
thankyou,uh thank you good bye
inform,find australian restaurant in north part of town
request,what is the price range
inform,any
thankyou,thank you good bye
inform,indian
thankyou,okay thank you good bye
request,address
inform,i want a restaurant in the north part of town that serves french food
inform,the center
inform,im looking for a restaurant in the south
thankyou,thank you good bye
request,what type of food do they serve
inform,cheap
reqalts,how about asian oriental
inform,can i have a restaurant in the center
affirm,yes
inform,im looking for a moderately priced restaurant in the east part of town
inform,singaporean food
inform,any
inform,any area
inform,i want to find an expensive restaurant that
reqalts,is there anything else
request,phone number
reqalts,another
inform,restaurant in the west part of town serving moroccan food
affirm,correct
request,price range
thankyou,thank you good bye
inform,im looking for asian oriental type food
request,can i have the address
affirm,yeah
inform,looking for corsica food in an expensive restaurant
inform,cuban food
thankyou,thank you good bye
request,whats the address
request,and the phone number
inform,i am looking for a moderately priced restaurant in the south
affirm,yeah
inform,im looking for a cheap restaurant in the east part of town that serves gastropub food
request,whats the phone number
affirm,yes
request,whats the phone number
inform,dont care
request,phone number and pri
inform,expensive restaurant south part of town
request,and the phone number
request,type of food do they serve
inform,i dont care
request,whats the address and post code
inform,it doesnt matter
inform,any
inform,um portuguese food
inform,uh just pick a restaurant
request,phone number
thankyou,thank you goodbye
negate,no
inform,center
request,can i have the phone number
inform,can i have a thai restaurant
reqalts,how about vietnamese type of food
thankyou,thank you good bye
inform,south part of town
inform,french
request,can i have the address and the price range
reqalts,is there anything else
inform,cheap list
request,address
inform,tuscan
thankyou,thank you good bye
request,post code
request,phone number
inform,korean food
inform,something serving swiss food
inform,dont care
inform,east
thankyou,thank you good bye
inform,im looking for singaporean food
affirm,yes
negate,no
inform,hungarian
thankyou,um thank you good bye
reqalts,how about portuguese
reqalts,what about european food
request,what food does it serve
thankyou,thank you good bye
request,what is the address
reqalts,anything else
inform,im looking for a restaurant in the center part of town that serves unintelligible food
request,and the phone number
request,and the post code
thankyou,thank you goodbye
request,may i have the address and phone number
request,phone number
thankyou,thank you good bye
inform,chinese food
thankyou,thank you
thankyou,thank you good bye
request,whats the phone number
request,area
thankyou,thank you goodbye
inform,moderately
reqalts,how about chinese food
inform,any
request,address
affirm,yes
reqalts,is there anything else
inform,british food
inform,that serves traditional food
request,what is the area
request,can i have the phone number
inform,cheap indian food
request,the phone number
request,whats the address
request,phone number
request,post code
thankyou,thank you good bye
request,phone number
affirm,yes
inform,im looking for traditional food
affirm,yes it should be in the east part of town
request,what is the address
inform,i need a restaurant in the north part of town that serves lebanese food
request,address and postcode
inform,moderately priced
request,whats the phone number
thankyou,thank you good bye
request,whats their phone number
thankyou,thank you good bye
inform,portuguese food
inform,it doesnt matter
reqalts,is there anything else
inform,im looking for a moderately priced
thankyou,thank you good bye
reqalts,how about chinese food
negate,no north
request,and price range
request,address
inform,an expensive restaurant serving cantonese food
thankyou,thank you goodbye
inform,moderately priced in south part
request,uh can i have the phone number
thankyou,thank you good bye
inform,italian
thankyou,thank you good bye
inform,i dont care
inform,cheap
inform,im looking for a restaurant in the east part of town that serves chinese food
inform,looking for a restaurant in the south part of town with german food
reqalts,how about portuguese food
thankyou,thank you good bye
affirm,yes
request,phone number
affirm,right
affirm,yes
request,can i have their address and phone number
request,can you give me its post code
inform,east
inform,south
inform,cheap
inform,im looking for a moderately priced restaurant in the west part of town
inform,chinese food im looking for sea food
inform,north
reqalts,how about modern european type of food
affirm,yes
request,and the phone number
inform,dont care
request,can i have the address
inform,i dont care
inform,any
affirm,yes
request,price range
request,whats the address
request,and the postal code
thankyou,thank you good bye
affirm,yes
inform,lebanese
thankyou,thank you good bye
reqalts,how about asian oriental
inform,it doesnt matter
request,post code
inform,seafood
request,area
affirm,yes
affirm,yes
request,whats the phone number
inform,steak house
affirm,yes
thankyou,thank you good bye
request,address
reqalts,what about italian food
inform,cheap
request,awesome um whats the number
request,what type of food
inform,indian
request,what is the address
inform,in the centre of town
request,the address
reqalts,next one
inform,indian food
inform,i want a moderately priced restaurant in the east
inform,expensive restaurant east part of town
inform,east
reqalts,anything else
thankyou,thank you good bye
inform,catalan
request,address
inform,west
negate,no
thankyou,thank you good bye
request,what is the address and phone number
request,and what is their phone number
request,what is the address
inform,im looking for an expensive restaurant that serves portuguese food
request,phone number
negate,wrong no
inform,how bout italian foo
request,whats the phone number
thankyou,thank you good bye
request,post code
inform,im looking for an expensive restaurant that serves danish food
thankyou,thank you good bye
reqalts,is there anything else
inform,im looking for something in the center of town
thankyou,thank you good bye
thankyou,thank you goodbye
thankyou,thank you good bye
request,can i have the address
request,how about the phone number
thankyou,thank you goodbye
inform,moderate
repeat,back
request,whats the phone number
inform,south of town
inform,any price range
reqalts,is there a restaurant in the west part of town that serves vietnamese food
request,address
inform,chinese
request,whats the address
thankyou,thank you good bye
request,whats the address
request,do you have the phone number
inform,im looking for swedish food
inform,im looking for a cheap restaurant in the south part of town
inform,thai food
reqalts,how about indian food
thankyou,thank you good bye
inform,any
request,phone number
inform,irish
thankyou,thank you good bye
affirm,yea
reqalts,how about indian food
request,what is the phone number
request,what is the address
request,what is their phone number
inform,i dont care
inform,i dont care
thankyou,thank you good bye
inform,spanish
request,what is the post code
thankyou,thank you good bye
request,type of food
inform,im looking for a restaurant in the center of town that serves russian food
inform,british food in the west part of town
thankyou,thank you good bye
inform,south part of town
request,phone number
request,phone number
thankyou,thank you good bye
inform,hungarian food
inform,asian oriental
request,what type of food
request,address
thankyou,thank you good bye
request,what is their post code
request,address phone number post code
request,address
request,address
request,part of town
reqalts,ah how bout a turkish type of food
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,is there another restaurant
affirm,yeah
request,what is the address and post code
reqalts,how about portuguese food
inform,south part of town
request,what is the phone number
reqalts,what about european food
inform,lets see im looking for a restaurant in the north part of town that serves vietnamese food
inform,i dont care
inform,i need a restaurant in the center of town
request,give me the address please
inform,christmas
affirm,yes
inform,im looking for a moderately priced restaurant that serves austria asian food
inform,im looking for a cheap restaurant that serves belgian food
request,price range
affirm,yes expensive
inform,thai
affirm,yes
request,phone number
affirm,yes
thankyou,thank you good bye
inform,serves turkish food
affirm,yes
thankyou,thank you good bye
request,address
thankyou,thank you good bye
inform,um moderate
request,whats the address and phone number
inform,west
inform,spanish food
inform,west
inform,french
hello,hi im looking for a moderately priced restaurant
inform,expensive
thankyou,thank you good bye
request,what type of food do they serve
inform,center
thankyou,thank you goodbye
inform,south of town
request,do you have a phone number
request,type of food
reqalts,how about mediterranean
inform,asian oriental
inform,thai food
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
request,address
affirm,yes
request,address
request,what is the phone number
thankyou,okay uh thank you and goodbye
thankyou,thank you good bye
request,may i have the address and the phone number
inform,chinese food
inform,mediterranean
inform,cheap restaurant in the east of town
inform,moderately priced restaurant south part of town
inform,moderate
affirm,yes
inform,doesnt matter
inform,i dont care
thankyou,thank you good bye
thankyou,great thank you good bye
request,what type of food is it
thankyou,thank you good bye
inform,uh doesnt matter
inform,moderately priced restaurant that serves fusion food
request,address and phone number
request,could i have the address please
inform,chinese food
inform,east
affirm,yes
request,what is the phone number
confirm,is it in the north part of town
inform,european food
hello,hello hello oh your on the phone yea
inform,im looking for an expensive restaurant and it should be the east part of town
inform,north part of town
inform,restaurant
thankyou,okay ah i think thatll do it thank you and goodbye
confirm,does it serve baskaye food
inform,place that serves portuguese food
reqalts,is there anything else
request,and what type of food do they serve
inform,center of town
inform,moderately
hello,serve hello food
inform,im looking for something cheap
inform,talian food
request,whats the phone number
inform,center
inform,i dont care
inform,id like to find a cheap restaurant in the west part of town
inform,looking for a cheap restaurant
affirm,yes
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
inform,doesnt matter
affirm,yes
thankyou,thank you good bye
request,whats the phone number
request,address
request,phone number
inform,asian oriental
request,phone number
inform,persian
request,what kind of food does it serve
negate,no gastropub
inform,cheap restaurant south part of town
request,what is the phone number
inform,chinese
request,whats the address
negate,no
request,post code
inform,north american
thankyou,thank you good bye
reqalts,how about south part of town
inform,moderate european food
reqalts,how about the center of town
request,whats the phone number for <noise>
request,what is the phone number
thankyou,thank you good bye
inform,singaporean food
inform,food
affirm,yes
request,whats the address
request,can i have the address
thankyou,thank you good bye
request,phone number
thankyou,thank you good bye
negate,no
inform,i dont care what price range
inform,south bart
inform,im looking for a restaurant in the south part of town
inform,im looking for a restaurant that serves thai food
inform,north american food
inform,lebanese food
inform,south part of town
inform,dont care
inform,uh restaurant
request,phone number
request,whats the address and phone number
request,what is the phone number and post code
request,post code
negate,uh no thank you and good bye
inform,indian food
thankyou,thank you good bye
inform,chinese food
thankyou,thank you good bye
request,where is one
inform,im looking for a restaurant in the center that serves sea food
thankyou,thank you goodbye
thankyou,thank you good bye
request,type of food
request,what is the address and phone number
thankyou,thank you good bye
inform,north part of town north part of town
inform,im looking for expensive restaurants in the east part of town
thankyou,thank you good bye
inform,north part of town
inform,im looking for an expensive restauran
inform,basque food
inform,im looking for a moderately priced restaurant
reqalts,how bout asian
inform,lebanese
reqalts,is there anything else
inform,looking for a restaurant in the south part of town that serves persian
inform,halal
negate,no not <noise>
inform,it serves turkish food
inform,im looking for traditional food
request,address
bye,goodbye
reqalts,how about european food
request,whats the phone number
inform,i dont care
request,what is the phone number
reqalts,anything else
thankyou,thank you good bye
thankyou,thank you good bye
request,what area
inform,looking for a restaurant in the south part of town
affirm,yes in the east part of town
request,what type of food
inform,im looking for turkish food
inform,i would like modern european food
reqalts,is there another one
request,phone number
inform,turkish
inform,looking for a cheap restaurant in the east part of town
affirm,yes
request,and the post code
request,and the phone number
reqalts,is there anything else
request,can i get the address
request,phone number
request,whats the address
thankyou,thank you good bye
request,what is the address
affirm,yes
request,what is the phone number
bye,okay bye
inform,in the east part of town
bye,good bye
negate,no
inform,im looking for a moderately priced restaurant in the north part of town
affirm,yes
inform,next restaurant
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,anything else
request,what is the address
inform,i dont care but i want it to be in the east part of town
inform,i want to find chinese food
inform,east
request,what is the address
request,address
inform,find gastro pub type food
inform,it doesnt matter dear
inform,american
inform,im looking for an expensive restaurant in the east part of town
inform,cheap restaurant north part of town
inform,looking for an expensive restaurant in the south part of town
inform,any price range
inform,moderate
inform,i would like vietnamese food
inform,i dont care
inform,im looking for canapes food in any price range
inform,moderately priced restaurant
inform,any
inform,spanish food
request,post code
reqalts,anything else
request,can i have the address
thankyou,thank you good bye
request,whats the phone number
inform,i dont care
inform,scandinavian food
inform,im looking for a cheap restaurant in the east part of town
inform,i would like a restaurant in the west part of town that serves cuban food
request,address
thankyou,thank you good bye
request,address
inform,moderate
inform,im looking for a restaurant serving
affirm,yes
request,phone number and price range
inform,chinese
reqalts,how about asian
request,uh could i have the phone number
reqalts,how about french
request,what is the phone number
inform,turkish
affirm,yes
inform,im looking for a restaurant in the north part of town serving international food
inform,what about turkish
reqalts,uh what about chinese food
request,phone number and area
thankyou,thank you good bye
thankyou,thank you good bye
affirm,correct
bye,thank you good bye crosstalk
reqalts,is there anything else
inform,any type
inform,i dont care
request,phone number
inform,if there is no such venue how about french type of food
request,postcode
inform,what about a restaurant serving chinese food
inform,cheap restaurant
thankyou,thank you good bye
inform,it doesnt matter
inform,im looking for a restaurant in the center of town that serves romanian food
inform,uh doesnt matter
request,what is the phone number
reqalts,anything else
reqalts,how about asian oriental food
inform,im looking for a restaurant in the center
request,whats the address
inform,im looking for a moderately priced restaurant in the east part of town
inform,malaysian
thankyou,thank you good bye
request,type of food
inform,any
bye,thanks good bye
inform,im looking for an expensive restaurant in the south part of town
inform,the south part of town
inform,mediterranean
request,whats the address
inform,dont care
thankyou,thank you
request,could i get their phone number
request,can i have an address and phone number
inform,korean
reqalts,how about british food
thankyou,thank you good bye
request,post code
request,what is the phone number
inform,moderately priced
inform,crossover
inform,any
request,what area is it in
request,what type of food
inform,cantonese food
request,and whats the phone number
inform,portuguese
inform,i want to find a cheap restaurant
thankyou,thank you good bye
request,may i get the phone number
thankyou,thank you good bye
thankyou,thank you good bye
confirm,is it moderately priced
request,great whats the address
request,phone number
inform,i want an irish restaurant thats expensive
inform,restaurant in the south part of town that serves mexican food
inform,vietnamese food
request,whats the price range
request,whats the address
inform,i dont care
inform,in the center of town
request,can i have the address and phone number please
inform,portuguese food
inform,next restaurant
request,the address
inform,moderately priced priced restaurant
inform,east
request,um whats the phone number
inform,i want a find a restaurant serving mediterranean food
request,okay and can i have their phone number
inform,restaurant north part of town seafood
inform,im looking for an expensive restaurant and it should be in the south part of town
inform,moderately priced restaurant in the south part of town
affirm,yes im looking for barbecue food
inform,i dont care about the price range
thankyou,thank you good bye
affirm,uh yes restaurant that serves danish food
inform,uh i dont care
request,may i have the phone number please
request,phone number
affirm,yes
confirm,is it moderately priced
negate,no
reqalts,are there any restaurant serving corsica food
inform,south
thankyou,thank you good bye
inform,british food
inform,im looking for a moderately priced restaurant
thankyou,thank you good bye
reqalts,next
request,what is the address
inform,south
request,what food is available
thankyou,okay thank you good bye
inform,korean food
affirm,yes
inform,and okay and vietnamese food thank you
inform,i dont care
request,whats the address
request,can i have the phone number
affirm,yes
reqalts,how about korean food
request,what is the phone number
request,post code
inform,european
request,what is the address
inform,cheap
inform,expensive
request,phone number
inform,in the south part of the town
inform,south part of town
affirm,yea whats the address
thankyou,thank you good bye
thankyou,thank you good bye
inform,south
inform,indian
affirm,yes
inform,any thing
request,phone number
request,whats the address
request,whats the address
inform,cheap restaurant serves spanish food
affirm,yes
inform,chinses
reqalts,is there anything else
request,and their phone number
request,whats the address
inform,indian food in the south part of town
reqalts,anything else
inform,im looking for an expensive restaurant in the south part of town
negate,no
request,what is the telephone number
request,phone number
request,what is the address
request,address and phone number
request,sounds good whats the address
reqalts,how about british food
thankyou,thank you good bye
inform,expensive restaurant
inform,i would like to find a restaurant in the west part of town that serves
affirm,yes
inform,i would like asian oriental
request,phone number
inform,turkish food
inform,moderate
request,address phone number and post code
reqalts,anything else
reqalts,is there anything else
request,address
request,what type of food do they serve
inform,any
request,what is the phone number
inform,restaurant
inform,i dont care
request,type of food
request,whats the telephone number
inform,expensive restaurant
bye,okay well thank you good bye
inform,is a restaurant in the west part of town that serves
inform,it doesnt matter
affirm,yes
bye,good bye
thankyou,thank you good bye
thankyou,thank you good bye
request,the address
request,phone number
inform,im looking for greek food
request,whats the phone number
thankyou,thank you goodbye
inform,french
inform,cuban food
affirm,yes
inform,im looking for a restaurant that serves mediterranean
request,okay what is the address
reqalts,anything else
thankyou,thank you good bye
inform,dont care
request,can i have the address and phone number
inform,i dont care
inform,any
affirm,yes
affirm,yes
inform,moderately priced restaurant
inform,are their any other restaurants that serve turkish food
reqalts,is there another
request,type of food
affirm,yes
inform,im looking for a japanese restaurant in the east part
thankyou,thank you good bye
hello,hi im looking for
inform,i dont care
request,whats the address phone number and type of food
request,what is the price range
request,address
request,phone number
request,what is the phone number
thankyou,thank you good bye
request,um what is the address and phone number
reqalts,what else
inform,any
inform,are there any that serves mediterranean type food
affirm,yes iam looking for a cheap restaurant in the south part of town
request,address and phone number
thankyou,thank you good bye
inform,hungarian food
affirm,right on good bye peace
thankyou,thank you good bye
bye,good bye
request,can i get the phone number
inform,mediterranean food
request,whats the address
thankyou,thank you good bye
request,address and phone number
request,oh where is it
request,what is the phone number
inform,that serves indian food
inform,any
thankyou,thank you good bye
bye,cool um thank you good bye
inform,i dont care
inform,halal food
inform,asian
thankyou,thank you good bye
request,and the price range
request,whats the address
request,price range
request,what is the price range
inform,im looking for a cheap restaurant in the
request,address
thankyou,thank you good bye
inform,expensive
inform,do not care
request,type of food does it serve
request,what is the address
inform,a restaurant
thankyou,okay thank you good bye
thankyou,okay thank you good bye
inform,moderate restaurant in the south part of town
inform,cheap restaurant
inform,moderate
inform,im looking for a malaysian restaurant in the north part of town
inform,im looking for a cheap restaurant in the west part of
request,what is the address
thankyou,thank you goodbye
thankyou,thank you
request,address
inform,cheap food
inform,moderate
inform,unusual food
thankyou,thank you good bye
affirm,right
thankyou,thank you good bye
inform,south
inform,belgium food
reqalts,how about indian
inform,north part of town
inform,the south part of town
thankyou,thank you good bye
affirm,yes
inform,expensive
reqalts,how about italian
inform,cheap restaurant on the east part of town
inform,doesnt matter
negate,no im looking for eritrean food
request,phone number
thankyou,thank you good bye
request,what is the price range
inform,um im looking for an expensive restaurant
inform,south
thankyou,thank you good bye
inform,um expensive restaurant
inform,any
request,whats the price range
request,can i have their address
request,phone number
inform,im looking for african food
thankyou,kay thank you goodbye
inform,im looking for an ex
request,phone number
inform,austral asian
request,type of food
inform,i need moderately priced restaurant that serves spanish
inform,dont care
inform,im looking for an expensive restaurant in the north part of town
request,what is the phone number
inform,belgium
inform,barbecue food
thankyou,thank you good bye
hello,hello
inform,west
inform,cheap
thankyou,thank you good bye
affirm,ah yes
request,could i have the address and price range please
thankyou,thank you good bye
reqalts,what about italian food
request,whats the address
request,what is the phone number
inform,sea food
inform,i dont care
inform,so i dont care whats the address
negate,no
inform,seafood
reqalts,anything else
thankyou,thank you good bye
inform,cheap restaurant
request,address
request,what type of food do they serve
thankyou,thank you good bye
request,what about the address
affirm,yes
request,can i have post code
negate,no
thankyou,thank you good bye
inform,in an expensive restaurant
request,address
inform,asian oriental
inform,north part of town
request,the type of food
request,postal code
inform,expensive restaurant it should serve persian food
request,area
inform,im looking for unintelligible food
inform,im looking for a cheap restaurant it should serve japanese food
inform,chinese food
thankyou,thank you good bye
inform,food
request,where is the area of the venue
inform,i want a restaurant in the center of town
request,what is the addre
inform,i dont care
request,whats the phone number
inform,moderate
request,may i have the address and phone number please
request,address
request,and the telephone
request,phone
request,what is the phone number
bye,good bye
inform,the south part of town
request,can i have the phone number
inform,chinese food
affirm,right
negate,no asian oriental
inform,moderately priced international food
inform,im looking for a restaurant in the center that serves romanian food
thankyou,thank you good bye
inform,vietnamese food
inform,sea food
inform,im looking for a moderately priced restaurant that serves tuscan food
request,how about the phone number
request,phone number
inform,a moderately priced restaurant in the south part of town
inform,<noise> im looking for a restaurant that serves scottish food
thankyou,thank you good bye
request,postcode
request,and finally the post code
reqalts,anything else
inform,im looking for a restaurant it should serve vietnamese food
affirm,yes
inform,im looking at a cheap restaurant and it should be
request,alright whats the phone number
thankyou,thank you good bye
request,address phone number and postcode
negate,no
inform,european
affirm,yeah
thankyou,thank you good bye
request,and the post code
reqalts,is there anything else
inform,i dont care
request,the phone number
inform,gastropub
request,phone number
inform,moderately priced restaurant
thankyou,thank you good bye
request,phone number
inform,east part of town
negate,no
thankyou,thank you
request,could i get their address and phone number
request,whats the address
inform,im looking for a cheap restaurant in the north part of town
request,phone number
thankyou,thank you
thankyou,thank you good bye
request,can i get the phone number
bye,okay thank you and good bye
inform,i dont care
inform,any
inform,im looking for a restaurant in any area that
request,address and phone number
inform,i do not care
inform,im looking for a moderately priced restaurant serve hungarian food
reqalts,anything else
inform,looking for a moderately priced restaurant
inform,indian
request,phone number
inform,cambridge vietnamese food
inform,irish food
request,can i get their address
inform,cheap
request,what type of food do they serve
inform,vietnamese food
inform,italian food
reqalts,how about gastropub food
inform,im looking for a cheap restaurant in the west part of town
inform,can i have asian food
request,could i get the phone number and post code
inform,restaurant the serves english food
confirm,is it serving portuguese food
request,the address
inform,im looking for a moderately priced restaurant in the north part of town
thankyou,thank you good bye
inform,any part of town
inform,unusual food
affirm,yes
inform,east part of town
repeat,repeat
reqalts,how about an expensive restaurant
reqalts,how about asian oriental type of food
inform,expensive mexican
thankyou,okay thank you good bye
request,can i have the address of the venue
thankyou,thank you good bye
inform,west side
inform,any
request,phone number
reqalts,anything else
request,what area
inform,any type
request,and their phone number
inform,i need an expensive restaurant that serves french food
confirm,and is this a moderately priced restaurant
request,phone number
inform,moderate
inform,center
inform,find me italian food
inform,i need chinese food
request,what is the phone number
inform,im looking for a restaurant that serves turkish food
inform,cheap
request,address
request,okay whats the phone number
inform,south part of town
request,whats the phone number
request,what is the phone number
inform,korean food
reqalts,how about indian food
request,and the price range
request,type of food
thankyou,thank you good bye
affirm,right
inform,bistro food
thankyou,thank you good bye
affirm,yes
inform,mediterranean food
bye,bye
reqalts,how about korean food
thankyou,thank you good bye
inform,um want to find a moderately priced restaurant in the
inform,i am looking for a modern european food
request,address
thankyou,thank you good bye
inform,center
inform,i would like modern european food
request,whats the address
thankyou,thank you
inform,austrian food
affirm,yes
request,phone number
request,and the post code
thankyou,thank you good bye
affirm,yes
inform,korean food
inform,any range
inform,i am looking for gastropub food
request,what type of food
inform,restaurant
inform,indian food <noise>
request,what is the address and phone number
inform,hungarian
request,phone number
request,what is the phone number and price range
inform,um moderate
confirm,is it in the south part of town
reqalts,how about portuguese
inform,korean food
request,phone number
request,address
thankyou,thank you goodbye
inform,yea im looking for an expensive restaurant that serves portuguese
negate,no
inform,cuban food cheap restaurant
request,area
request,address
thankyou,thank you good bye
inform,it doesnt matter
inform,christmas food
request,part of town
inform,im looking for a restaurant that serves italian
request,what is the address
request,address
thankyou,thank you good bye
thankyou,thank you good bye
confirm,is it in the center
request,whats their phone number
inform,cheap restaurant
thankyou,thank you good bye
inform,jamaican
inform,im looking for a restaurant in the north part of town
thankyou,thank you good bye
inform,north american type food
thankyou,thank you good bye
request,price range
request,post code
inform,african food
reqalts,how about in any area
request,phone number
inform,cheap
reqalts,give me a different restaurant
thankyou,thank you good bye
inform,vegitarian
thankyou,thank you good bye
request,phone number
inform,it doesnt matter
request,whats the phone number
request,what is the price range
inform,i need to find one in the south part of town
inform,any
inform,cantonese
reqalts,is there anything else
inform,dont care
request,whats the phone number
inform,any type of food
inform,vietnam
reqalts,how about italian
reqalts,is there anything else besides golden wok
affirm,yes
thankyou,thank you good bye
inform,any
reqalts,how about portuguese food
thankyou,thank you good bye
inform,mexican
request,whats the phone number
request,the phone number
inform,moderate
thankyou,thank you goodbye
bye,good bye
inform,bistro
inform,in the east part of town
inform,i dont care
inform,steak house
inform,spanish
inform,i want to find an expensive restaurant that serves vegetarian food
thankyou,thank you good bye
